<DATE> <TIME> <OPEN> <HIGH> <LOW> <CLOSE> <VOL>
240115 153000 276.6200000 276.6500000 276.3000000 276.3900000 311980
240115 160000 276.3900000 276.5000000 276.0000000 276.4900000 514520
240115 163000 276.4900000 276.4900000 276.1400000 276.2100000 398040
240115 170000 276.2000000 276.3000000 275.9200000 275.9800000 547360
240115 173000 275.9900000 276.1400000 275.2100000 275.5300000 1874490
240115 180000 275.5200000 275.8200000 275.4000000 275.5000000 892730
240115 183000 275.5000000 276.1000000 275.3700000 276.1000000 1302020
240115 190000 275.9400000 276.0500000 275.8000000 275.9100000 383210
240115 193000 275.9100000 276.0300000 275.9100000 276.0000000 170710
240115 200000 276.0000000 276.1900000 275.9000000 276.0000000 335540
240115 203000 275.9800000 276.0700000 275.8600000 275.9600000 112040
240115 210000 275.9600000 276.1900000 275.8800000 276.0000000 114040
240115 213000 276.0000000 276.0400000 275.7100000 275.7800000 258540
240115 220000 275.7800000 275.9000000 275.7400000 275.8000000 43140
240115 223000 275.8000000 276.0000000 275.7700000 275.9900000 162850
240115 230000 275.9900000 275.9900000 275.9000000 275.9500000 73220
240115 233000 275.9500000 276.0000000 275.8600000 275.9600000 120220
240116 100000 276.2400000 276.4500000 275.2500000 275.6100000 1401910
240116 103000 275.6000000 275.6100000 274.1000000 275.0400000 2014320
240116 110000 275.0300000 275.0300000 274.5700000 274.9300000 804990
240116 113000 274.9000000 274.9800000 274.7000000 274.7800000 450890
240116 120000 274.7600000 274.8500000 274.5000000 274.8500000 933830
240116 123000 274.8500000 275.0000000 274.7000000 274.7800000 1048730
240116 130000 274.7700000 275.3000000 274.7000000 275.2900000 797130
240116 133000 275.2900000 275.3200000 275.1500000 275.3200000 450610
240116 140000 275.2900000 275.3300000 275.0900000 275.1900000 377790
240116 143000 275.2000000 275.3000000 274.9200000 275.2700000 670920
240116 150000 275.2900000 275.3000000 274.9000000 274.9900000 455740
240116 153000 275.0000000 275.0000000 274.7700000 274.9900000 402480
240116 160000 274.9800000 275.0000000 274.6300000 274.9900000 469900
240116 163000 274.9900000 275.0000000 274.9200000 275.0000000 301370
240116 170000 275.0000000 275.0000000 274.7500000 274.9900000 513810
240116 173000 275.0000000 275.8900000 274.9400000 275.8400000 1452820
240116 180000 275.8500000 276.1300000 275.8000000 276.0000000 993910
240116 183000 275.9700000 276.0100000 275.7000000 275.7000000 504160
240116 190000 275.7200000 276.0800000 275.6700000 275.7900000 198980
240116 193000 275.7900000 276.1200000 275.7800000 276.0200000 226990
240116 200000 276.0200000 276.1200000 276.0200000 276.0600000 107260
240116 203000 276.0800000 276.0800000 275.9600000 275.9800000 146670
240116 210000 275.9700000 276.3000000 275.9600000 276.1900000 376390
240116 213000 276.1900000 276.2900000 276.1600000 276.2400000 159750
240116 220000 276.2500000 276.3800000 276.0500000 276.2500000 274340
240116 223000 276.2400000 276.3600000 276.1800000 276.2900000 205050
240116 230000 276.3100000 276.3500000 276.0000000 276.0700000 257070
240116 233000 276.0900000 276.1900000 276.0100000 276.0100000 86330
240117 100000 276.0200000 277.0000000 275.7500000 276.7000000 2959660
240117 103000 276.7000000 277.9900000 276.3000000 277.8200000 4548180
240117 110000 277.8300000 278.7500000 277.8200000 278.1500000 6633110
240117 113000 278.1400000 278.9500000 278.1000000 278.9200000 3055670
240117 120000 278.9100000 279.1700000 278.3900000 278.5100000 3167470
240117 123000 278.5100000 278.7000000 278.2200000 278.4800000 999760
240117 130000 278.4800000 278.9800000 278.4300000 278.7600000 1052430
240117 133000 278.7600000 278.8000000 278.3500000 278.5600000 672320
240117 140000 278.5700000 278.6000000 277.8200000 278.2100000 1858820
240117 143000 278.2100000 278.7300000 278.0800000 278.6900000 849310
240117 150000 278.6900000 278.6900000 277.9500000 278.0500000 830260
240117 153000 278.0700000 278.1800000 277.8800000 278.0600000 615390
240117 160000 278.0800000 278.4500000 277.8400000 278.1000000 824390
240117 163000 278.0800000 278.0900000 277.5000000 277.7600000 1436770
240117 170000 277.7500000 277.9400000 277.6000000 277.8200000 333340
240117 173000 277.8200000 278.1800000 277.8100000 278.1100000 499380
240117 180000 278.1100000 278.2500000 277.8500000 278.2100000 291660
